Name,Ticker,Morningstar Sustainability Rating,Yield (%),Morningstar Category,Portfolio Sustainability Score,Portfolio Environmental Score,Portfolio Social Score,Portfolio Governance Score,Sustainable Investment by Prospectus,Sustainable Investment - ESG Fund,Sustainable Investment - Impact Fund,Sustainable Investment - Environmental Sector Fund,Animal Testing,% Alcohol,% Fossil Fuels,% Small Arms,% Thermal Coal,% Tobacco,YTD Return (%),1 Year Annualized (%),3 Years Annualized (%),5 Years Annualized (%),10 Years Annualized (%),Fund Size (Mil),Equity StyleBox,Fixed Income StyleBox,Average Market Cap (Mil),Average Credit Quality
Loomis Sayles Core Plus Bond A,NEFRX,3,2.09,US Fixed Income,24.77,3.23,11.43,6.7,No,No,No,No,0,0.88,7.28,0.42,1.28,0.5,-1.67,0.53,6.15,3.76,4.07,8618.92,,Medium Moderate,92186.34,BBB
Loomis Sayles Core Plus Bond N,NERNX,3,2.4,US Fixed Income,24.77,3.23,11.43,6.7,No,No,No,No,0,0.88,7.28,0.42,1.28,0.5,-1.38,0.93,6.5,4.12,4.37,8618.92,,Medium Moderate,92186.34,BBB
Loomis Sayles Core Plus Bond Y,NERYX,3,2.31,US Fixed Income,24.77,3.23,11.43,6.7,No,No,No,No,0,0.88,7.28,0.42,1.28,0.5,-1.45,0.85,6.42,4.02,4.33,8618.92,,Medium Moderate,92186.34,BBB
Loomis Sayles Global Allocation A,LGMAX,4,0.41,Moderate Allocation,20.33,3.21,9.3,7.06,No,No,No,No,0,0.15,1.74,1.03,0.37,0,12.92,24.17,16.66,13.72,10.49,5223.04,Large Growth,Low Limited,149210.62,B
Loomis Sayles Global Allocation C,LGMCX,4,0,Moderate Allocation,20.33,3.21,9.3,7.06,No,No,No,No,0,0.15,1.74,1.03,0.37,0,12.2,23.26,15.78,12.87,9.66,5223.04,Large Growth,Low Limited,149210.62,B
Loomis Sayles Global Allocation N,LGMNX,4,0.66,Moderate Allocation,20.33,3.21,9.3,7.06,No,No,No,No,0,0.15,1.74,1.03,0.37,0,13.22,24.59,17.05,14.07,10.8,5223.04,Large Growth,Low Limited,149210.62,B
Loomis Sayles Global Allocation Y,LSWWX,4,0.6,Moderate Allocation,20.33,3.21,9.3,7.06,No,No,No,No,0,0.15,1.74,1.03,0.37,0,13.13,24.5,16.96,14.01,10.76,5223.04,Large Growth,Low Limited,149210.62,B
Loomis Sayles Global Bond Instl,LSGBX,3,1.91,Global Fixed Income,23.86,4.28,10.8,7.25,No,No,No,No,0,0.34,2.89,0.17,0.7,0,-4.57,0.07,5.56,3.27,2.26,738.23,,Medium Extreme,149210.62,A
Loomis Sayles Global Bond N,LSGNX,3,1.95,Global Fixed Income,23.86,4.28,10.8,7.25,No,No,No,No,0,0.34,2.89,0.17,0.7,0,-4.56,0.11,5.6,3.32,2.32,738.23,,Medium Extreme,149210.62,A
Loomis Sayles Global Bond Retail,LSGLX,3,1.69,Global Fixed Income,23.86,4.28,10.8,7.25,No,No,No,No,0,0.34,2.89,0.17,0.7,0,-4.76,-0.18,5.3,3.02,2.01,738.23,,Medium Extreme,149210.62,A
Loomis Sayles Growth A,LGRRX,3,0,US Equity Large Cap Growth,20.51,2.58,10.48,7.45,No,No,No,No,0,0,1.45,0,0,0,17.36,30.76,24.99,20.76,18.16,15176.19,Large Growth,,240619.98,A
Loomis Sayles Growth C,LGRCX,3,0,US Equity Large Cap Growth,20.51,2.58,10.48,7.45,No,No,No,No,0,0,1.45,0,0,0,16.6,29.79,24.04,19.84,17.26,15176.19,Large Growth,,240619.98,A
Loomis Sayles Growth N,LGRNX,3,0.17,US Equity Large Cap Growth,20.51,2.58,10.48,7.45,No,No,No,No,0,0,1.45,0,0,0,17.68,31.22,25.4,21.17,18.49,15176.19,Large Growth,,240619.98,A
Loomis Sayles Growth Y,LSGRX,3,0.11,US Equity Large Cap Growth,20.51,2.58,10.48,7.45,No,No,No,No,0,0,1.45,0,0,0,17.59,31.08,25.28,21.06,18.45,15176.19,Large Growth,,240619.98,A
Loomis Sayles Inflation Protected Secs I,LSGSX,3,3.82,US Fixed Income,24.6,3.07,9.34,8.41,No,No,No,No,0,0,0.59,0.47,0,0,3.98,6.84,8.92,5.06,3.05,302.25,,High Moderate,240619.98,AA
Loomis Sayles Inflation Protected Secs N,LIPNX,3,3.87,US Fixed Income,24.6,3.07,9.34,8.41,No,No,No,No,0,0,0.59,0.47,0,0,4.01,6.89,9,5.12,3.08,302.25,,High Moderate,240619.98,AA
Loomis Sayles Inflation Prtctd Secs Ret,LIPRX,3,3.64,US Fixed Income,24.6,3.07,9.34,8.41,No,No,No,No,0,0,0.59,0.47,0,0,3.65,6.55,8.64,4.8,2.79,302.25,,High Moderate,240619.98,AA
Loomis Sayles Strategic Alpha C,LABCX,3,0.98,Fixed Income Miscellaneous,27.08,5.09,10.22,7.44,No,No,No,No,0,0.09,6.86,0.3,0.52,0,0.6,5.12,3.66,3.03,2.81,1430.06,Large Value,,92823.26,BB
Loomis Sayles Strategic Alpha N,LASNX,3,2.12,Fixed Income Miscellaneous,27.08,5.09,10.22,7.44,No,No,No,No,0,0.09,6.86,0.3,0.52,0,1.47,6.22,4.76,4.13,3.87,1430.06,Large Value,,92823.26,BB
Loomis Sayles Strategic Alpha Y,LASYX,3,2.07,Fixed Income Miscellaneous,27.08,5.09,10.22,7.44,No,No,No,No,0,0.09,6.86,0.3,0.52,0,1.44,6.17,4.71,4.06,3.84,1430.06,Large Value,,92823.26,BB
Lord Abbett Affiliated F,LAAFX,4,1.48,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.36,40.93,12.36,12.12,12.32,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated F3,LTFOX,4,1.59,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.56,41.14,12.57,12.28,12.31,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated I,LAFYX,4,1.56,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.49,41.14,12.46,12.2,12.42,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated P,LAFPX,4,1.17,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.04,40.39,11.96,11.77,12.05,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated R2,LAFQX,4,1.03,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,21.87,40.18,11.78,11.55,11.76,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated R3,LAFRX,4,1.12,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22,40.4,11.93,11.67,11.89,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated R4,LAFSX,4,1.35,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.2,40.74,12.19,11.94,12.14,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated R5,LAFTX,4,1.55,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.47,41.1,12.46,12.21,12.31,6554.42,Large Value,,90253.24,BB
Lord Abbett Affiliated R6,LAFVX,4,1.59,US Equity Large Cap Value,22.59,4.94,9.82,7.36,No,No,No,No,0,0.52,10.35,4.17,0,0,22.57,41.17,12.57,12.3,12.37,6554.42,Large Value,,90253.24,BB
Lord Abbett Dividend Growth A,LAMAX,4,0.67,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,20.78,36.64,19.1,16.05,13.79,3569.9,Large Core,,131178.75,BB
Lord Abbett Dividend Growth F,LAMFX,4,0.79,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,21.03,37,19.39,16.34,14.03,3569.9,Large Core,,131178.75,BB
Lord Abbett Dividend Growth F3,LRMAX,4,0.88,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,21.12,37.08,19.47,16.44,14.13,3569.9,Large Core,,131178.75,BB
Lord Abbett Dividend Growth I,LAMYX,4,0.87,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,21,36.94,19.38,16.34,14.08,3569.9,Large Core,,131178.75,BB
Lord Abbett Dividend Growth R4,LAMSX,4,0.66,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,20.86,36.74,19.11,16.08,13.8,3569.9,Large Core,,131178.75,BB
Lord Abbett Dividend Growth R5,LAMTX,4,0.87,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,21.06,37.02,19.4,16.36,14.08,3569.9,Large Core,,131178.75,BB
Lord Abbett Dividend Growth R6,LAMHX,4,0.88,US Equity Large Cap Blend,20.46,4.32,9.31,6.83,No,No,No,No,0,0,5.44,3.73,0.77,0,21.07,37.02,19.48,16.45,14.14,3569.9,Large Core,,131178.75,BB
Lord Abbett Emerging Markets Bond A,LDMAX,3,4.18,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-1.95,4.59,6.16,3.81,1.43,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond C,LDMCX,3,3.52,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-2.46,3.71,5.48,3.16,0.79,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond F,LDMFX,3,4.37,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-1.81,4.57,6.34,3.95,1.56,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond F3,LODMX,3,4.39,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-1.8,4.59,6.3,3.99,1.52,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond I,LDMYX,3,4.39,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-1.8,4.59,6.3,4.01,1.62,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond R3,LDMRX,3,3.88,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-2.21,4.07,5.85,3.5,1.13,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond R4,LDMSX,3,4.14,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-2.01,4.33,6.04,3.71,1.36,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond R5,LDMTX,3,4.42,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-1.77,4.63,6.32,4.03,1.57,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Bond R6,LDMVX,3,4.4,Emerging Markets Fixed Income,31.16,5.46,6.07,5.95,No,No,No,No,0,0,17.17,0,3.26,0,-1.8,4.6,6.31,4.03,1.58,209.44,,Low Extreme,131178.75,BB
Lord Abbett Emerging Markets Corp Dbt C,LEDCX,3,3.18,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,-0.41,4.48,5.7,3.64,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt F,LCDFX,3,3.9,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,0.25,5.3,6.49,4.43,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt F3,LCDOX,3,4.19,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,0.41,5.52,6.75,4.68,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt I,LCDIX,3,4,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,0.32,5.4,6.54,4.5,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt R3,LCDRX,3,3.51,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,-0.14,4.82,6.11,4.24,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt R4,LCDSX,3,3.77,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,0.13,5.16,6.35,4.28,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt R5,LCDTX,3,4.01,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,0.26,5.33,6.58,4.53,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Emerging Markets Corp Dbt R6,LCDVX,3,4.18,Emerging Markets Fixed Income,31.05,5.19,5.94,5.69,No,No,No,No,0,0.29,26.9,0,6.92,0,0.48,5.59,6.77,4.7,1.58,78.2,Large Value,Low Moderate,40352.03,BB
Lord Abbett Focused Small Cap Value A,LFVAX,3,0.54,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,23.97,64.27,14.04,12.87,13.33,230.49,Small Value,,1970.09,BB
Lord Abbett Focused Small Cap Value C,LFVCX,3,0.35,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,23.21,63.1,13.08,11.86,12.29,230.49,Small Value,,1970.09,BB
Lord Abbett Focused Small Cap Value F,LFSFX,3,0.73,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,24.19,64.73,14.24,12.95,13.35,230.49,Small Value,,1970.09,BB
Lord Abbett Focused Small Cap Value F3,LMVOX,3,0.75,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,24.25,64.72,14.32,13.04,13.45,230.49,Small Value,,1970.09,BB
Lord Abbett Focused Small Cap Value I,LMVYX,3,0.74,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,24.2,64.71,14.26,13,13.43,230.49,Small Value,,1970.09,BB
Lord Abbett Focused Small Cap Value R5,LMVVX,3,0.75,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,24.2,64.71,14.26,13,13.43,230.49,Small Value,,1970.09,BB
Lord Abbett Focused Small Cap Value R6,LMVWX,3,0.75,US Equity Small Cap,27.78,2.18,2.16,1.79,No,No,No,No,0,0,7.39,0,0,2.66,24.24,64.69,14.33,13.04,13.45,230.49,Small Value,,1970.09,BB
Lord Abbett Growth Opportunities A,LMGAX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.5,32.04,26.85,21.16,15.38,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities C,LMGCX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,11.77,31.02,25.88,20.25,14.54,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities F,LGOFX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.61,32.24,27.04,21.34,15.57,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities F3,LOMGX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.76,32.43,27.25,21.51,15.54,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities I,LMGYX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.68,32.34,27.17,21.46,15.69,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities P,LGOPX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.28,31.76,26.59,20.91,15.17,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities R2,LGOQX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.14,31.54,26.39,20.73,15,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities R3,LGORX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.26,31.72,26.53,20.86,15.12,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities R4,LGOSX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.5,32.03,26.85,21.15,15.37,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities R5,LGOTX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.7,32.35,27.17,21.46,15.56,986.26,Mid Growth,,26726.55,BB
Lord Abbett Growth Opportunities R6,LGOVX,4,0,US Equity Mid Cap,21.76,3.74,9.38,6.38,No,No,No,No,0,0.79,0,0,0,0,12.76,32.44,27.24,21.55,15.63,986.26,Mid Growth,,26726.55,BB
Lord Abbett International Equity A,LICAX,3,0.99,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.76,33.15,15,9.92,6.48,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity F,LICFX,3,1.08,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.95,33.43,15.23,10.16,6.72,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity F3,LICOX,3,1.2,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,12.07,33.57,15.4,10.31,6.85,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity I,LICYX,3,1.19,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,12.03,33.55,15.36,10.28,6.84,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity P,LICPX,3,0.72,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.54,32.9,14.78,9.7,6.3,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity R2,LICQX,3,0.5,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.41,32.7,14.62,9.54,6.14,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity R3,LICRX,3,0.77,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.48,32.81,14.7,9.65,6.25,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity R4,LICSX,3,1.02,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.76,33.11,15.01,9.94,6.52,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity R5,LICTX,3,1.2,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,11.96,33.5,15.28,10.2,6.78,419.5,Large Core,,66457.07,BB
Lord Abbett International Equity R6,LICVX,3,1.2,Global Equity Large Cap,20.51,4.37,8.45,7.21,No,No,No,No,0,5.74,9.25,0.75,1.12,0,12.08,33.6,15.38,10.31,6.86,419.5,Large Core,,66457.07,BB
Lord Abbett International Opp A,LAIEX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.31,36.14,13.06,9.69,9.23,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp C,LINCX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,10.69,35.25,12.22,8.89,8.46,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp F,LINFX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.47,36.38,13.22,9.85,9.42,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp I,LINYX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.57,36.55,13.32,9.97,9.53,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp P,LINPX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.17,35.96,12.83,9.48,9.04,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp R2,LINQX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11,35.74,12.66,9.32,8.88,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp R3,LINRX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.1,35.9,12.77,9.43,9,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp R4,LINSX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.31,36.19,13.05,9.7,9.23,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp R5,LINTX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.58,36.49,13.33,9.97,9.4,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opp R6,LINVX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.66,36.65,13.43,10.06,9.48,463.73,Mid Core,,2662.77,BB
Lord Abbett International Opps F3,LOIEX,3,0,Global Equity Mid/Small Cap,23.93,3.86,5.51,4.67,No,No,No,No,0,0,0,1.7,0,0,11.66,36.65,13.45,10.02,9.39,463.73,Mid Core,,2662.77,BB
Lord Abbett Mid Cap Stock F3,LOVLX,3,1.16,US Equity Mid Cap,23.97,6.01,8.94,7.25,No,No,No,No,0,1.15,11.08,1.88,4.22,0,25,50.64,13.11,9.53,10.53,1536.02,Mid Value,,12731.02,BB
LS Opportunity Fund Institutional Class,LSOFX,3,0,Long/Short Equity,24.37,3.46,10.1,8.76,No,No,No,No,0,0.6,6.08,2.57,0,0,10.51,21.66,9.01,8.74,7.25,142.34,Mid Value,,33579.93,BB
LSV Conservative Value Equity,LSVVX,3,1.93,US Equity Large Cap Value,23.29,4.75,10.1,7.65,No,No,No,No,0,0.39,9.72,2.81,0.9,1.73,24.42,48.02,11.37,11.29,12.36,142.5,Large Value,,56637.93,BB
LSV Value Equity,LSVEX,4,1.89,US Equity Large Cap Value,22.11,4.23,8.81,6.98,No,No,No,No,0,0.84,4.66,1.29,1.41,0.51,24.45,50.55,11.93,11.53,13.23,2091.23,Mid Value,,26815.41,BB
Macquarie Pooled Emerging Markets II,DPEGX,3,0.71,Global Emerging Markets Equity,25.73,7.27,9.02,8.22,No,No,No,No,0,7.63,15.42,0,0,0,-0.94,16.5,17.99,13.34,7.52,22.94,Large Core,,87343.36,BB
Madison Aggressive Allocation A,MAGSX,3,0.67,Aggressive Allocation,22.01,4.09,9.3,7.19,No,No,No,No,0,0.75,4.48,0.25,0.77,0.36,7.59,17.33,10.47,9.87,9.08,68.39,Large Core,Medium Moderate,68234.12,BBB
Madison Conservative Allocation A,MCNAX,3,1.53,Cautious Allocation,22.79,3.81,9.98,7.3,No,No,No,No,0,0.4,4.34,0.26,0.8,0.25,2.2,6.72,7.55,5.97,5.46,68.43,Large Core,Medium Moderate,77257.27,BBB
Madison Conservative Allocation B,MCNBX,3,0.8,Cautious Allocation,22.79,3.81,9.98,7.3,No,No,No,No,0,0.4,4.34,0.26,0.8,0.25,1.59,5.91,6.75,5.19,4.67,68.43,Large Core,Medium Moderate,77257.27,BBB
Madison Conservative Allocation C,MCOCX,3,0.8,Cautious Allocation,22.79,3.81,9.98,7.3,No,No,No,No,0,0.4,4.34,0.26,0.8,0.25,1.59,5.91,6.75,5.18,4.67,68.43,Large Core,Medium Moderate,77257.27,BBB
Madison Core Bond A,MBOAX,3,1.34,US Fixed Income,23.93,3.93,10.35,6.63,No,No,No,No,0,0,5.68,0.35,1.47,0,-1.65,0.21,5.77,3.13,2.53,190.63,,Medium Moderate,77257.27,BBB
Madison Core Bond I,MBOIX,3,1.34,US Fixed Income,23.93,3.93,10.35,6.63,No,No,No,No,0,0,5.68,0.35,1.47,0,-1.42,0.45,5.86,3.18,2.55,190.63,,Medium Moderate,77257.27,BBB
Madison Core Bond Y,MBOYX,3,1.76,US Fixed Income,23.93,3.93,10.35,6.63,No,No,No,No,0,0,5.68,0.35,1.47,0,-1.18,0.73,6.1,3.42,2.8,190.63,,Medium Moderate,77257.27,BBB
Madison Covered Call & Equity Income C,MENCX,3,4.72,Equity Miscellaneous,25.6,5.88,10.43,6.75,No,No,No,No,0,2.94,16,0.01,2.93,0.01,16.92,30.17,11.69,8.61,7.24,93.04,Large Value,,44430.64,BBB
Madison Covered Call & Equity Income R6,MENRX,3,4.22,Equity Miscellaneous,25.6,5.88,10.43,6.75,No,No,No,No,0,2.94,16,0.01,2.93,0.01,18.12,31.69,12.96,9.86,8.45,93.04,Large Value,,44430.64,BBB
Madison Covered Call & Equity Income Y,MENYX,3,4.29,Equity Miscellaneous,25.6,5.88,10.43,6.75,No,No,No,No,0,2.94,16,0.01,2.93,0.01,17.94,31.54,12.78,9.69,8.31,93.04,Large Value,,44430.64,BBB
Madison Dividend Income I,MDMIX,3,1.48,US Equity Large Cap Value,22.59,4.64,10.7,7.26,No,No,No,No,0,0,6.8,0,2.43,0,17.38,32.95,14.81,14.63,12.89,324.81,Large Value,,113454.83,BBB
Madison Dividend Income Y,BHBFX,3,1.41,US Equity Large Cap Value,22.59,4.64,10.7,7.26,No,No,No,No,0,0,6.8,0,2.43,0,17.3,32.81,14.77,14.61,12.88,324.81,Large Value,,113454.83,BBB
Madison Investors A,MNVAX,4,0,US Equity Large Cap Blend,21.07,3.03,9.66,8.38,No,No,No,No,0,0,3.39,0,0,0,17.03,32.37,18.33,17.06,14.67,421.56,Large Core,,97673.63,BBB
Madison Investors I,MIVIX,4,0.33,US Equity Large Cap Blend,21.07,3.03,9.66,8.38,No,No,No,No,0,0,3.39,0,0,0,17.39,32.87,18.68,17.39,14.98,421.56,Large Core,,97673.63,BBB
Madison Investors R6,MNVRX,4,0.46,US Equity Large Cap Blend,21.07,3.03,9.66,8.38,No,No,No,No,0,0,3.39,0,0,0,17.49,32.96,18.85,17.57,15.14,421.56,Large Core,,97673.63,BBB
Madison Investors Y,MINVX,4,0.15,US Equity Large Cap Blend,21.07,3.03,9.66,8.38,No,No,No,No,0,0,3.39,0,0,0,17.33,32.72,18.64,17.37,14.96,421.56,Large Core,,97673.63,BBB
